Gamma_Values,R_Squared_Values,Coef,intercepts
12.21,0.8833132628600124,[2.85031864e+31],-7.982750862780437e+30
12.22,0.883124129683877,[3.02709495e+31],-8.494063949391555e+30
12.23,0.8829349362900042,[3.21483382e+31],-9.038058951250126e+30
12.24,0.8827456829117247,[3.41421501e+31],-9.616820833091101e+30
12.25,0.8825563697821385,[3.62596045e+31],-1.023256734012573e+31
12.26,0.8823669971341136,[3.8508368e+31],-1.0887657440690475e+31
12.27,0.8821775652002863,[4.08965828e+31],-1.1584600304926428e+31
12.280000000000001,0.88198807421306,[4.34328956e+31],-1.2326064853476278e+31
12.290000000000001,0.881798524404606,[4.61264897e+31],-1.3114889912338028e+31
12.3,0.8816089160068623,[4.89871173e+31],-1.3954095012305412e+31
12.31,0.8814192492515334,[5.20251354e+31],-1.484689187385367e+31
12.32,0.88122952437009,[5.52515434e+31],-1.5796696620921079e+31
12.33,0.881039741593769,[5.86780222e+31],-1.6807142769784483e+31
12.34,0.8808499011535729,[6.23169772e+31],-1.7882095042152946e+31
12.35,0.8806600032802689,[6.6181583e+31],-1.902566405471258e+31
12.36,0.8804700482043899,[7.02858308e+31],-2.0242221940662485e+31
12.370000000000001,0.8802800361562327,[7.46445793e+31],-2.153641896229692e+31
12.38,0.8800899673658588,[7.92736085e+31],-2.2913201177424413e+31
12.39,0.8798998420630934,[8.41896767e+31],-2.437782922639365e+31
12.4,0.8797096604775252,[8.94105811e+31],-2.5935898310713293e+31
12.41,0.8795194228385066,[9.49552224e+31],-2.7593359438751237e+31
12.42,0.8793291293751524,[1.00843673e+32],-2.9356542018772713e+31
12.43,0.8791387803163404,[1.0709725e+32],-3.1232177884653453e+31
12.44,0.8789483758907105,[1.13738591e+32],-3.3227426845004844e+31
12.450000000000001,0.8787579163266648,[1.20791739e+32],-3.5349903852186456e+31
12.46,0.8785674018523669,[1.28282226e+32],-3.7607707893783434e+31
12.47,0.8783768326957417,[1.36237168e+32],-4.0009452715620595e+31
12.48,0.8781862090844756,[1.4468536e+32],-4.256429949227123e+31
12.49,0.8779955312460151,[1.53657385e+32],-4.528199156836582e+31
12.5,0.8778047994075675,[1.6318572e+32],-4.817289140179606e+31
12.51,0.8776140137961003,[1.73304856e+32],-5.124801984819933e+31
12.52,0.8774231746383405,[1.84051422e+32],-5.451909793492783e+31
12.530000000000001,0.8772322821607751,[1.95464319e+32],-5.799859128207152e+31
12.540000000000001,0.8770413365896499,[2.07584858e+32],-6.169975733806608e+31
12.55,0.8768503381509697,[2.20456912e+32],-6.563669560802111e+31
12.56,0.8766592870704981,[2.34127073e+32],-6.982440106414131e+31
12.57,0.8764681835737571,[2.48644822e+32],-7.427882093960763e+31
12.58,0.8762770278860265,[2.64062708e+32],-7.9016915120001275e+31
12.59,0.8760858202323438,[2.80436536e+32],-8.405672035988603e+31
12.6,0.8758945608375044,[2.97825573e+32],-8.941741856655255e+31
12.61,0.8757032499260606,[3.16292758e+32],-9.511940940822207e+31
12.620000000000001,0.8755118877223214,[3.35904931e+32],-1.0118438752026519e+32
12.63,0.8753204744503528,[3.56733079e+32],-1.0763542460027182e+32
12.64,0.8751290103339769,[3.78852586e+32],-1.1449705670121146e+32
12.65,0.8749374955967721,[4.0234351e+32],-1.2179537705141408e+32
12.66,0.8747459304620724,[4.27290874e+32],-1.2955813475092194e+32
12.67,0.8745543151529671,[4.53784969e+32],-1.3781483971581082e+32
12.68,0.8743626498923012,[4.81921684e+32],-1.4659687426556962e+32
12.69,0.8741709349026743,[5.11802853e+32],-1.559376117735788e+32
12.700000000000001,0.8739791704064408,[5.43536622e+32],-1.658725428272664e+32
12.71,0.8737873566257096,[5.77237839e+32],-1.7643940937270592e+32
12.72,0.8735954937823438,[6.13028475e+32],-1.876783473484546e+32
12.73,0.8734035820979603,[6.51038059e+32],-1.9963203834523684e+32
12.74,0.8732116217939295,[6.91404152e+32],-2.123458708620356e+32
12.75,0.8730196130913754,[7.34272838e+32],-2.258681117651379e+32
12.76,0.8728275562111752,[7.7979926e+32],-2.402500885950051e+32
12.77,0.8726354513739586,[8.28148177e+32],-2.5554638340653903e+32
12.780000000000001,0.8724432988001083,[8.79494561e+32],-2.7181503887160972e+32
12.790000000000001,0.8722510987097589,[9.3402423e+32],-2.891177774187132e+32
12.8,0.8720588513227976,[9.9193452e+32],-3.0752023423358977e+32
12.81,0.8718665568588633,[1.053435e+33],-3.270922049965461e+32
12.82,0.8716742155373465,[1.11874823e+33],-3.4790790928761086e+32
12.83,0.8714818275773887,[1.18811056e+33],-3.700462706493487e+32
12.84,0.8712893931978831,[1.261773e+33],-3.935912143596679e+32
12.85,0.8710969126174735,[1.3400021e+33],-4.1863198403335786e+32
12.86,0.8709043860545543,[1.42308097e+33],-4.4526347824170044e+32
12.870000000000001,0.8707118137272705,[1.51131023e+33],-4.7358660841455984e+32
12.88,0.8705191958535169,[1.60500915e+33],-5.037086793690954e+32
12.89,0.8703265326509387,[1.7045168e+33],-5.357437938941837e+32
12.9,0.8701338243369305,[1.81019323e+33],-5.698132829096043e+32
12.91,0.8699410711286365,[1.92242086e+33],-6.060461628150777e+32
12.92,0.86974827324295,[2.04160577e+33],-6.4457962174602125e+32
12.93,0.8695554308965135,[2.16817923e+33],-6.855595365612471e+32
12.94,0.8693625443057181,[2.30259924e+33],-7.291410225029435e+32
12.950000000000001,0.8691696136867038,[2.44535219e+33],-7.754890175916965e+32
12.96,0.8689766392553583,[2.59695462e+33],-8.247789039493606e+32
12.97,0.8687836212273181,[2.75795507e+33],-8.771971683810548e+32
12.98,0.8685905598179674,[2.92893609e+33],-9.329421046943165e+32
12.99,0.8683974552424378,[3.11051636e+33],-9.922245603900207e+32
13.0,0.868204307715609,[3.30335286e+33],-1.0552687305256122e+33
13.01,0.868011117452107,[3.50814333e+33],-1.1223130017278954e+33
13.02,0.867817884666306,[3.72562874e+33],-1.1936108495203378e+33
13.030000000000001,0.8676246095723262,[3.956596e+33],-1.2694317923294103e+33
13.040000000000001,0.8674312923840348,[4.20188077e+33],-1.3500624057465467e+33
13.05,0.8672379333150453,[4.46237052e+33],-1.435807400848039e+33
13.06,0.8670445325787174,[4.73900773e+33],-1.5269907706145128e+33
13.07,0.866851090388157,[5.03279329e+33],-1.6239570087467602e+33
13.08,0.8666576069562157,[5.34479013e+33],-1.7270724054454232e+33
13.09,0.8664640824954909,[5.67612703e+33],-1.836726425009912e+33
13.1,0.8662705172183249,[6.02800278e+33],-1.9533331704180375e+33
13.11,0.8660769113368059,[6.40169044e+33],-2.077332940373127e+33
13.120000000000001,0.8658832650627668,[6.79854198e+33],-2.2091938846512593e+33
13.13,0.8656895786077855,[7.21999315e+33],-2.3494137639486097e+33
13.14,0.8654958521831843,[7.66756872e+33],-2.4985218208201985e+33
13.15,0.8653020860000302,[8.14288793e+33],-2.65708076871579e+33
13.16,0.8651082802691344,[8.64767038e+33],-2.825688906561033e+33
13.17,0.8649144352010524,[9.18374227e+33],-3.004982366800704e+33
13.18,0.8647205510060831,[9.75304297e+33],-3.1956375053199016e+33
13.19,0.8645266278942698,[1.0357632e+34],-3.3983734421893326e+33
13.200000000000001,0.8643326660753987,[1.09996967e+34],-3.613954762744358e+33
13.21,0.8641386657590002,[1.16815597e+34],-3.8431943891063597e+33
13.22,0.863944627154347,[1.24056878e+34],-4.086956632892691e+33
13.23,0.8637505504704552,[1.31747005e+34],-4.346160440536826e+33
13.24,0.8635564359160841,[1.399138e+34],-4.6217828433614053e+33
13.25,0.8633622836997352,[1.48586804e+34],-4.9148626253106094e+33
13.26,0.8631680940296528,[1.57797394e+34],-5.226504222061752e+33
13.27,0.8629738671138232,[1.67578887e+34],-5.55788186609974e+33
13.280000000000001,0.8627796031599752,[1.77966669e+34],-5.910243993256876e+33
13.290000000000001,0.8625853023755797,[1.88998317e+34],-6.284917927196017e+33
13.3,0.8623909649678492,[2.00713736e+34],-6.683314859354304e+33
13.31,0.8621965911437379,[2.13155306e+34],-7.106935142965538e+33
13.32,0.8620021811099416,[2.26368032e+34],-7.557373920953452e+33
13.33,0.8618077350728977,[2.40399709e+34],-8.036327108733642e+33
13.34,0.8616132532387843,[2.55301093e+34],-8.545597754286291e+33
13.35,0.861418735813521,[2.71126088e+34],-9.08710279927008e+33
13.36,0.8612241830027683,[2.87931936e+34],-9.662880266443908e+33
13.370000000000001,0.861029595011927,[3.05779428e+34],-1.0275096900253991e+34
13.38,0.860834972046139,[3.2473312e+34],-1.092605628913356e+34
13.39,0.8606403143102868,[3.44861573e+34],-1.1618207499861897e+34
13.4,0.8604456220089924,[3.66237594e+34],-1.2354154256235823e+34
13.41,0.8602508953466189,[3.88938501e+34],-1.3136664696340288e+34
13.42,0.8600561345272689,[4.13046407e+34],-1.3968681744860767e+34
13.43,0.8598613397547848,[4.3864851e+34],-1.485333413917453e+34
13.44,0.8596665112327493,[4.65837415e+34],-1.5793948150395315e+34
13.450000000000001,0.8594716491644842,[4.94711465e+34],-1.6794060043137378e+34
13.46,0.8592767537530508,[5.25375095e+34],-1.7857429320518428e+34
13.47,0.8590818252012501,[5.57939216e+34],-1.8988052803850578e+34
13.48,0.8588868637116219,[5.9252161e+34],-2.0190179599575187e+34
13.49,0.8586918694864454,[6.29247357e+34],-2.146832700930971e+34
13.5,0.8584968427277385,[6.6824929e+34],-2.282729744238636e+34
13.51,0.8583017836372581,[7.09668475e+34],-2.427219639399935e+34
13.52,0.8581066924164994,[7.53654716e+34],-2.580845155604812e+34
13.530000000000001,0.8579115692666969,[8.00367104e+34],-2.744183313198548e+34
13.540000000000001,0.8577164143888227,[8.49974586e+34],-2.9178475431461985e+34
13.55,0.8575212279835879,[9.02656582e+34],-3.1024899825333105e+34
13.56,0.8573260102514413,[9.58603627e+34],-3.2988039146652743e+34
13.57,0.85713076139257,[1.01801807e+35],-3.5075263628672148e+34
13.58,0.8569354816068993,[1.08111478e+35],-3.729440847658313e+34
13.59,0.8567401710940916,[1.14812197e+35],-3.9653803175829575e+34
13.6,0.8565448300535481,[1.21928198e+35],-4.216230264627938e+34
13.61,0.8563494586844065,[1.29485215e+35],-4.482932035841984e+34
13.620000000000001,0.8561540571855428,[1.37510581e+35],-4.766486353504918e+34
13.63,0.8559586257555701,[1.46033319e+35],-5.067957056969259e+34
13.64,0.8557631645928389,[1.55084251e+35],-5.388475080123953e+34
13.65,0.8555676738954365,[1.64696111e+35],-5.729242679304698e+34
13.66,0.8553721538611879,[1.7490366e+35],-6.091537927409901e+34
13.67,0.8551766046876546,[1.85743812e+35],-6.476719490970262e+34
13.68,0.854981026572135,[1.97255771e+35],-6.886231707974158e+34
13.69,0.8547854197116647,[2.09481168e+35],-7.321609985369631e+34
13.700000000000001,0.8545897843030152,[2.22464216e+35],-7.784486536353415e+34
13.71,0.8543941205426955,[2.36251864e+35],-8.27659647882145e+34
13.72,0.8541984286269504,[2.50893976e+35],-8.799784317700306e+34
13.73,0.8540027087517612,[2.664435e+35],-9.35601083530442e+34
13.74,0.8538069611128458,[2.82956668e+35],-9.947360415384628e+34
13.75,0.853611185905658,[3.00493197e+35],-1.0576048828144828e+35
13.76,0.8534153833253877,[3.19116502e+35],-1.1244431505218876e+35
13.77,0.853219553566961,[3.3889393e+35],-1.1955012335421505e+35
13.780000000000001,0.8530236968250398,[3.59896999e+35],-1.2710453014024269e+35
13.790000000000001,0.852827813294022,[3.82201661e+35],-1.3513582980364363e+35
13.8,0.8526319031680412,[4.05888572e+35],-1.436740998078493e+35
13.81,0.8524359666409663,[4.31043387e+35],-1.5275131296225247e+35
13.82,0.8522400039064026,[4.57757068e+35],-1.6240145676255178e+35
13.83,0.8520440151576903,[4.86126215e+35],-1.7266066023971197e+35
13.84,0.8518480005879052,[5.16253411e+35],-1.8356732878963556e+35
13.85,0.8516519603898587,[5.48247598e+35],-1.951622874852985e+35
13.86,0.851455894756097,[5.82224466e+35],-2.074889334046337e+35
13.870000000000001,0.8512598038789019,[6.18306876e+35],-2.2059339754094376e+35
13.88,0.8510636879502904,[6.56625301e+35],-2.345247168982312e+35
13.89,0.8508675471620143,[6.97318296e+35],-2.4933501741170467e+35
13.9,0.8506713817055607,[7.40533006e+35],-2.6507970837388648e+35
13.91,0.8504751917721513,[7.8642569e+35],-2.8181768908954794e+35
13.92,0.8502789775527431,[8.35162289e+35],-2.9961156852809188e+35
13.93,0.8500827392380275,[8.86919029e+35],-3.1852789879029972e+35
13.94,0.8498864770184309,[9.41883052e+35],-3.386374232576617e+35
13.950000000000001,0.8496901910841144,[1.0002531e+36],-3.600153403470498e+35
13.96,0.8494938816249735,[1.06224022e+36],-3.827415838514236e+35
13.97,0.8492975488306387,[1.12806855e+36],-4.0690112090892836e+35
13.98,0.8491011928904744,[1.19797611e+36],-4.3258426870807355e+35
13.99,0.84890481399358,[1.27221565e+36],-4.5988703110638115e+35
